"year","column_number","variable_name","variable_label","value_labels","variable_class","example_values","block","question","subitem","activity_number","questionnaire_section","file_component","readable_description"
"2017-18",71,"b6q4_3pt3_Act1_per_fv","Status Code for activity 1","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character","11, 93, 31, 94, 92, 72, 91, 95, 97, 51",6,4,3,1,"Block 6: current weekly activity and daily work details","Person file: first visit","Status Code for activity 1"
"2017-18",72,"b6q5_3pt3_Act1_per_fv","Industry Code (NIC) for activity 1","","character","01, , 11, 85, 25, 31, 41, 14, 84, 69",6,5,3,1,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (NIC) for activity 1"
"2017-18",73,"b6q6_3pt3_Act1_per_fv","hours actuallly worked for activity 1 on5 th day","","numeric","6, 0, 8, 5, 2, 4, 12, 10, 7, 3",6,6,3,1,"Block 6: current weekly activity and daily work details","Person file: first visit","hours actuallly worked for activity 1 on5 th day"
"2017-18",74,"b6q9_3pt3_Act1_per_fv","wage earning for activity 1 on 5 th day","","numeric","0, 400, 300, 200, 350, 250, 100, 160, 179, 150",6,9,3,1,"Block 6: current weekly activity and daily work details","Person file: first visit","wage earning for activity 1 on 5 th day"
"2017-18",75,"b6q4_3pt3_Act2_per_fv","Status Code for activity 2","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character",", 11, 21, 31, 41, 42, 62, 51, 12, 72",6,4,3,2,"Block 6: current weekly activity and daily work details","Person file: first visit","Status Code for activity 2"
"2017-18",76,"b6q5_3pt3_Act2_per_fv","Industry Code (NIC) for activity 2","","character",", 01, 41, 42, 47, 45, 95, 14, 43, 65",6,5,3,2,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (NIC) for activity 2"
"2017-18",77,"b6q6_3pt3_Act2_per_fv","hours actuallly worked for activity 2 on 5 th day","","numeric","0, 4, 2, 3, 1, 8, 6, 5, 7, 10",6,6,3,2,"Block 6: current weekly activity and daily work details","Person file: first visit","hours actuallly worked for activity 2 on 5 th day"
"2017-18",78,"b6q9_3pt3_Act2_per_fv","wage earning for activity 2 on 5 th day","","numeric","0, 150, 179, 400, 200, 120, 140, 250, 170, 160",6,9,3,2,"Block 6: current weekly activity and daily work details","Person file: first visit","wage earning for activity 2 on 5 th day"
"2017-18",79,"b6q7_3pt3_per_fv","total hours actually worked on 5th day","","numeric","6, 0, 8, 5, 2, 4, 12, 10, 7, 3",6,7,3,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","total hours actually worked on 5th day"
"2017-18",80,"b6q8_3pt3_per_fv","hours available for aditional worked on 5th day","","numeric","0, 2, 4, 1, 3, 5, 6, 8, 10, 9",6,8,3,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","hours available for aditional worked on 5th day"
"2017-18",81,"b6q4_3pt4_Act1_per_fv","Status Code for activity 1","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character","11, 93, 31, 94, 92, 91, 95, 97, 51, 21",6,4,4,1,"Block 6: current weekly activity and daily work details","Person file: first visit","Status Code for activity 1"
"2017-18",82,"b6q5_3pt4_Act1_per_fv","Industry Code (NIC) for activity 1","","character","01, , 11, 85, 25, 31, 41, 14, 84, 69",6,5,4,1,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (NIC) for activity 1"
"2017-18",83,"b6q6_3pt4_Act1_per_fv","hours actuallly worked for activity 1 on 4th day","","numeric","6, 0, 8, 5, 2, 4, 12, 7, 10, 3",6,6,4,1,"Block 6: current weekly activity and daily work details","Person file: first visit","hours actuallly worked for activity 1 on 4th day"
"2017-18",84,"b6q9_3pt4_Act1_per_fv","wage earning for activity 1 on 4th day","","numeric","0, 400, 350, 300, 200, 250, 160, 120, 179, 150",6,9,4,1,"Block 6: current weekly activity and daily work details","Person file: first visit","wage earning for activity 1 on 4th day"
"2017-18",85,"b6q4_3pt4_Act2_per_fv","Status Code for activity 2","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character",", 11, 21, 51, 31, 42, 62, 12, 72, 41",6,4,4,2,"Block 6: current weekly activity and daily work details","Person file: first visit","Status Code for activity 2"
"2017-18",86,"b6q5_3pt4_Act2_per_fv","Industry Code (NIC) for activity 2","","character",", 01, 47, 85, 45, 95, 16, 14, 42, 43",6,5,4,2,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (NIC) for activity 2"
"2017-18",87,"b6q6_3pt4_Act2_per_fv","hours actuallly worked for activity 2 on 4th day","","numeric","0, 4, 3, 2, 1, 8, 6, 7, 5, 10",6,6,4,2,"Block 6: current weekly activity and daily work details","Person file: first visit","hours actuallly worked for activity 2 on 4th day"
"2017-18",88,"b6q9_3pt4_Act2_per_fv","wage earning for activity 2 on 4th day","","numeric","0, 400, 200, 179, 250, 120, 140, 150, 100, 20",6,9,4,2,"Block 6: current weekly activity and daily work details","Person file: first visit","wage earning for activity 2 on 4th day"
"2017-18",89,"b6q7_3pt4_per_fv","total hours actually worked on 4th day","","numeric","6, 0, 8, 5, 2, 4, 12, 7, 10, 3",6,7,4,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","total hours actually worked on 4th day"
"2017-18",90,"b6q8_3pt4_per_fv","hours available for aditional worked on 4th day","","numeric","0, 2, 4, 3, 5, 1, 8, 6, 10, 7",6,8,4,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","hours available for aditional worked on 4th day"
"2017-18",91,"b6q4_3pt5_Act1_per_fv","Status Code for activity 1","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character","11, 93, 31, 94, 92, 91, 95, 97, 51, 72",6,4,5,1,"Block 6: current weekly activity and daily work details","Person file: first visit","Status Code for activity 1"
"2017-18",92,"b6q5_3pt5_Act1_per_fv","Industry Code (NIC) for activity 1","","character","01, , 11, 85, 25, 31, 41, 14, 84, 69",6,5,5,1,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (NIC) for activity 1"
"2017-18",93,"b6q6_3pt5_Act1_per_fv","hours actuallly worked for activity 1 on 3rd day","","numeric","6, 0, 8, 5, 2, 4, 12, 7, 10, 3",6,6,5,1,"Block 6: current weekly activity and daily work details","Person file: first visit","hours actuallly worked for activity 1 on 3rd day"
"2017-18",94,"b6q9_3pt5_Act1_per_fv","wage earning for activity 1 on 3rd day","","numeric","0, 400, 350, 200, 300, 250, 120, 100, 160, 179",6,9,5,1,"Block 6: current weekly activity and daily work details","Person file: first visit","wage earning for activity 1 on 3rd day"
"2017-18",95,"b6q4_3pt5_Act2","Status Code for activity 2","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character",", 11, 21, 31, 42, 62, 51, 12, 41, 72",6,4,5,2,"Block 6: current weekly activity and daily work details","","Status Code for activity 2"
"2017-18",96,"b6q5_3pt5_Act2","Industry Code (NIC) for activity 2","","character",", 01, 85, 14, 42, 47, 43, 65, 31, 03",6,5,5,2,"Block 6: current weekly activity and daily work details","","Industry Code (NIC) for activity 2"
"2017-18",97,"b6q6_3pt5_Act2","hours actuallly worked for activity 2 on 3rd day","","numeric","0, 2, 1, 3, 5, 6, 4, 8, 7, 10",6,6,5,2,"Block 6: current weekly activity and daily work details","","hours actuallly worked for activity 2 on 3rd day"
"2017-18",98,"b6q9_3pt5_Act2","wage earning for activity 2 on 3 rd day","","numeric","0, 179, 400, 200, 250, 120, 140, 150, 100, 160",6,9,5,2,"Block 6: current weekly activity and daily work details","","wage earning for activity 2 on 3 rd day"
"2017-18",99,"b6q7_3pt5","total hours actually worked on 3rd day","","numeric","6, 0, 8, 5, 2, 4, 12, 7, 10, 3",6,7,5,NA,"Block 6: current weekly activity and daily work details","","total hours actually worked on 3rd day"
"2017-18",100,"b6q8_3pt5","hours available for aditional worked on 3rd day","","numeric","0, 2, 3, 4, 5, 1, 8, 6, 7, 9",6,8,5,NA,"Block 6: current weekly activity and daily work details","","hours available for aditional worked on 3rd day"
"2017-18",101,"b6q4_3pt6_Act1","Status Code for activity 1","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character","11, 93, 31, 94, 92, 91, 95, 97, 51, 21",6,4,6,1,"Block 6: current weekly activity and daily work details","","Status Code for activity 1"
"2017-18",102,"b6q5_3pt6_Act1","Industry Code (NIC) for activity 1","","character","01, , 11, 85, 25, 31, 41, 14, 84, 69",6,5,6,1,"Block 6: current weekly activity and daily work details","","Industry Code (NIC) for activity 1"
"2017-18",103,"b6q6_3pt6_Act1","hours actuallly worked for activity 1 on 2nd day","","numeric","6, 0, 8, 5, 2, 4, 12, 10, 7, 3",6,6,6,1,"Block 6: current weekly activity and daily work details","","hours actuallly worked for activity 1 on 2nd day"
"2017-18",104,"b6q9_3pt6_Act1","wage earning for activity 1 on 2nd day","","numeric","0, 400, 350, 200, 300, 250, 100, 160, 179, 150",6,9,6,1,"Block 6: current weekly activity and daily work details","","wage earning for activity 1 on 2nd day"
"2017-18",105,"b6q4_3pt6_Act2","Status Code for activity 2","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character",", 21, 11, 31, 51, 42, 62, 12, 41, 72",6,4,6,2,"Block 6: current weekly activity and daily work details","","Status Code for activity 2"
